location,date,vaccine,total_vaccinations
European Union,23-11-2021,Sinopharm/Beijing,2161948
European Union,23-11-2021,Sinovac,1788
European Union,23-11-2021,Sputnik V,1845101
European Union,24-11-2021,Covaxin,11
European Union,24-11-2021,Johnson&Johnson,17225163
European Union,24-11-2021,Moderna,63254443
European Union,24-11-2021,Novavax,0
European Union,24-11-2021,Oxford/AstraZeneca,67338664
European Union,24-11-2021,Pfizer/BioNTech,459827592
European Union,24-11-2021,Sinopharm/Beijing,2161948
European Union,24-11-2021,Sinovac,1788
European Union,24-11-2021,Sputnik V,1845101
European Union,25-11-2021,Covaxin,11
European Union,25-11-2021,Johnson&Johnson,17250178
European Union,25-11-2021,Moderna,63447308
European Union,25-11-2021,Novavax,0
European Union,25-11-2021,Oxford/AstraZeneca,67339618
European Union,25-11-2021,Pfizer/BioNTech,461319586
European Union,25-11-2021,Sinopharm/Beijing,2161948
European Union,25-11-2021,Sinovac,1788
European Union,25-11-2021,Sputnik V,1845101
European Union,26-11-2021,Covaxin,11
European Union,26-11-2021,Johnson&Johnson,17440159
European Union,26-11-2021,Moderna,64554605
European Union,26-11-2021,Novavax,0
European Union,26-11-2021,Oxford/AstraZeneca,67343504
European Union,26-11-2021,Pfizer/BioNTech,468680068
European Union,26-11-2021,Sinopharm/Beijing,2186850
European Union,26-11-2021,Sinovac,1791
European Union,26-11-2021,Sputnik V,1845101
European Union,27-11-2021,Covaxin,11
European Union,27-11-2021,Johnson&Johnson,17459549
European Union,27-11-2021,Moderna,64763603
European Union,27-11-2021,Novavax,0
European Union,27-11-2021,Oxford/AstraZeneca,67343772
European Union,27-11-2021,Pfizer/BioNTech,469718904
European Union,27-11-2021,Sinopharm/Beijing,2186850
European Union,27-11-2021,Sinovac,1791
European Union,27-11-2021,Sputnik V,1845101
European Union,28-11-2021,Covaxin,11
European Union,28-11-2021,Johnson&Johnson,17468830
European Union,28-11-2021,Moderna,64882921
European Union,28-11-2021,Novavax,0
European Union,28-11-2021,Oxford/AstraZeneca,67344270
European Union,28-11-2021,Pfizer/BioNTech,470090472
European Union,28-11-2021,Sinopharm/Beijing,2186850
European Union,28-11-2021,Sinovac,1791
European Union,28-11-2021,Sputnik V,1845101
European Union,29-11-2021,Covaxin,11
European Union,29-11-2021,Johnson&Johnson,17485907
European Union,29-11-2021,Moderna,65167139
European Union,29-11-2021,Novavax,0
European Union,29-11-2021,Oxford/AstraZeneca,67345403
European Union,29-11-2021,Pfizer/BioNTech,471349518
European Union,29-11-2021,Sinopharm/Beijing,2186850
European Union,29-11-2021,Sinovac,1791
European Union,29-11-2021,Sputnik V,1845101
European Union,30-11-2021,Covaxin,11
European Union,30-11-2021,Johnson&Johnson,17501351
European Union,30-11-2021,Moderna,65623230
European Union,30-11-2021,Novavax,0
European Union,30-11-2021,Oxford/AstraZeneca,67346414
European Union,30-11-2021,Pfizer/BioNTech,472904645
European Union,30-11-2021,Sinopharm/Beijing,2186850
European Union,30-11-2021,Sinovac,1791
European Union,30-11-2021,Sputnik V,1845101
European Union,01-12-2021,Covaxin,11
European Union,01-12-2021,Johnson&Johnson,17514728
European Union,01-12-2021,Moderna,66235597
European Union,01-12-2021,Novavax,0
European Union,01-12-2021,Oxford/AstraZeneca,67347159
European Union,01-12-2021,Pfizer/BioNTech,474572734
European Union,01-12-2021,Sinopharm/Beijing,2186850
European Union,01-12-2021,Sinovac,1791
European Union,01-12-2021,Sputnik V,1845101
European Union,02-12-2021,Covaxin,11
European Union,02-12-2021,Johnson&Johnson,17531167
European Union,02-12-2021,Moderna,66908985
European Union,02-12-2021,Novavax,0
European Union,02-12-2021,Oxford/AstraZeneca,67348272
European Union,02-12-2021,Pfizer/BioNTech,476260278
European Union,02-12-2021,Sinopharm/Beijing,2186850
European Union,02-12-2021,Sinovac,1791
European Union,02-12-2021,Sputnik V,1845101
European Union,03-12-2021,Covaxin,11
European Union,03-12-2021,Johnson&Johnson,17660387
European Union,03-12-2021,Moderna,69160742
European Union,03-12-2021,Novavax,0
European Union,03-12-2021,Oxford/AstraZeneca,67350007
European Union,03-12-2021,Pfizer/BioNTech,484116303
European Union,03-12-2021,Sinopharm/Beijing,2202502
European Union,03-12-2021,Sinovac,1791
European Union,03-12-2021,Sputnik V,1845101
European Union,04-12-2021,Covaxin,11
European Union,04-12-2021,Johnson&Johnson,17672630
European Union,04-12-2021,Moderna,69875234
European Union,04-12-2021,Novavax,0
European Union,04-12-2021,Oxford/AstraZeneca,67350605
European Union,04-12-2021,Pfizer/BioNTech,485193588
European Union,04-12-2021,Sinopharm/Beijing,2202502
European Union,04-12-2021,Sinovac,1791
European Union,04-12-2021,Sputnik V,1845101
European Union,05-12-2021,Covaxin,11
European Union,05-12-2021,Johnson&Johnson,17677818
European Union,05-12-2021,Moderna,70226956
European Union,05-12-2021,Novavax,0
European Union,05-12-2021,Oxford/AstraZeneca,67350709
European Union,05-12-2021,Pfizer/BioNTech,485587052
European Union,05-12-2021,Sinopharm/Beijing,2202502
European Union,05-12-2021,Sinovac,1791
European Union,05-12-2021,Sputnik V,1845101
European Union,06-12-2021,Covaxin,11
European Union,06-12-2021,Johnson&Johnson,17691528
European Union,06-12-2021,Moderna,70961786
European Union,06-12-2021,Novavax,0
European Union,06-12-2021,Oxford/AstraZeneca,67351546
European Union,06-12-2021,Pfizer/BioNTech,486846519
European Union,06-12-2021,Sinopharm/Beijing,2202502
European Union,06-12-2021,Sinovac,1791
European Union,06-12-2021,Sputnik V,1845101
European Union,07-12-2021,Covaxin,11
European Union,07-12-2021,Johnson&Johnson,17704478
European Union,07-12-2021,Moderna,71924799
European Union,07-12-2021,Novavax,0
European Union,07-12-2021,Oxford/AstraZeneca,67352992
European Union,07-12-2021,Pfizer/BioNTech,488423272
European Union,07-12-2021,Sinopharm/Beijing,2202502
European Union,07-12-2021,Sinovac,1791
European Union,07-12-2021,Sputnik V,1845101
European Union,08-12-2021,Covaxin,11
European Union,08-12-2021,Johnson&Johnson,17717428
European Union,08-12-2021,Moderna,72903170
European Union,08-12-2021,Novavax,0
European Union,08-12-2021,Oxford/AstraZeneca,67354003
European Union,08-12-2021,Pfizer/BioNTech,489861706
European Union,08-12-2021,Sinopharm/Beijing,2202502
European Union,08-12-2021,Sinovac,1791
European Union,08-12-2021,Sputnik V,1845101
European Union,09-12-2021,Covaxin,11
European Union,09-12-2021,Johnson&Johnson,17729470
European Union,09-12-2021,Moderna,74020414
European Union,09-12-2021,Novavax,0
European Union,09-12-2021,Oxford/AstraZeneca,67355102
European Union,09-12-2021,Pfizer/BioNTech,491483540
European Union,09-12-2021,Sinopharm/Beijing,2202502
European Union,09-12-2021,Sinovac,1791
European Union,09-12-2021,Sputnik V,1845101
European Union,10-12-2021,Covaxin,11
European Union,10-12-2021,Johnson&Johnson,17831904
European Union,10-12-2021,Moderna,77123011
European Union,10-12-2021,Novavax,0
European Union,10-12-2021,Oxford/AstraZeneca,67357365
European Union,10-12-2021,Pfizer/BioNTech,498654921
European Union,10-12-2021,Sinopharm/Beijing,2218157
European Union,10-12-2021,Sinovac,1794
European Union,10-12-2021,Sputnik V,1845101
European Union,11-12-2021,Covaxin,11
European Union,11-12-2021,Johnson&Johnson,17839644
European Union,11-12-2021,Moderna,78186333
European Union,11-12-2021,Novavax,0
European Union,11-12-2021,Oxford/AstraZeneca,67358192
European Union,11-12-2021,Pfizer/BioNTech,499701712
European Union,11-12-2021,Sinopharm/Beijing,2218157
European Union,11-12-2021,Sinovac,1794
European Union,11-12-2021,Sputnik V,1845101
European Union,12-12-2021,Covaxin,11
European Union,12-12-2021,Johnson&Johnson,17843129
European Union,12-12-2021,Moderna,78681819
European Union,12-12-2021,Novavax,0
European Union,12-12-2021,Oxford/AstraZeneca,67358335
European Union,12-12-2021,Pfizer/BioNTech,500071173
European Union,12-12-2021,Sinopharm/Beijing,2218157
European Union,12-12-2021,Sinovac,1794
European Union,12-12-2021,Sputnik V,1845101
European Union,13-12-2021,Covaxin,11
European Union,13-12-2021,Johnson&Johnson,17851541
European Union,13-12-2021,Moderna,79709275
European Union,13-12-2021,Novavax,0
European Union,13-12-2021,Oxford/AstraZeneca,67359395
European Union,13-12-2021,Pfizer/BioNTech,501197246
European Union,13-12-2021,Sinopharm/Beijing,2218157
European Union,13-12-2021,Sinovac,1794
European Union,13-12-2021,Sputnik V,1845101
European Union,14-12-2021,Covaxin,11
European Union,14-12-2021,Johnson&Johnson,17860941
European Union,14-12-2021,Moderna,80961541
European Union,14-12-2021,Novavax,0
European Union,14-12-2021,Oxford/AstraZeneca,67360456
European Union,14-12-2021,Pfizer/BioNTech,502689134
European Union,14-12-2021,Sinopharm/Beijing,2218157
European Union,14-12-2021,Sinovac,1794
European Union,14-12-2021,Sputnik V,1845101
European Union,15-12-2021,Covaxin,11
European Union,15-12-2021,Johnson&Johnson,17870138
European Union,15-12-2021,Moderna,82404717
European Union,15-12-2021,Novavax,0
European Union,15-12-2021,Oxford/AstraZeneca,67362027
European Union,15-12-2021,Pfizer/BioNTech,504436931
European Union,15-12-2021,Sinopharm/Beijing,2218157
European Union,15-12-2021,Sinovac,1794
European Union,15-12-2021,Sputnik V,1845101
European Union,16-12-2021,Covaxin,11
European Union,16-12-2021,Johnson&Johnson,17879447
European Union,16-12-2021,Moderna,83761630
European Union,16-12-2021,Novavax,0
European Union,16-12-2021,Oxford/AstraZeneca,67363482
European Union,16-12-2021,Pfizer/BioNTech,506120246
European Union,16-12-2021,Sinopharm/Beijing,2218157
European Union,16-12-2021,Sinovac,1794
European Union,16-12-2021,Sputnik V,1845101
European Union,17-12-2021,Covaxin,11
European Union,17-12-2021,Johnson&Johnson,17951204
European Union,17-12-2021,Moderna,88081160
European Union,17-12-2021,Novavax,0
European Union,17-12-2021,Oxford/AstraZeneca,67365593
European Union,17-12-2021,Pfizer/BioNTech,514335672
European Union,17-12-2021,Sinopharm/Beijing,2226828
European Union,17-12-2021,Sinovac,1795
European Union,17-12-2021,Sputnik V,1845101
European Union,18-12-2021,Covaxin,11
European Union,18-12-2021,Johnson&Johnson,17955707
European Union,18-12-2021,Moderna,89163180
European Union,18-12-2021,Novavax,0
European Union,18-12-2021,Oxford/AstraZeneca,67366368
European Union,18-12-2021,Pfizer/BioNTech,515404602
European Union,18-12-2021,Sinopharm/Beijing,2226828
European Union,18-12-2021,Sinovac,1795
European Union,18-12-2021,Sputnik V,1845101
European Union,19-12-2021,Covaxin,11
European Union,19-12-2021,Johnson&Johnson,17958296
European Union,19-12-2021,Moderna,89714655
European Union,19-12-2021,Novavax,0
European Union,19-12-2021,Oxford/AstraZeneca,67367109
European Union,19-12-2021,Pfizer/BioNTech,515835498
European Union,19-12-2021,Sinopharm/Beijing,2226828
European Union,19-12-2021,Sinovac,1795
European Union,19-12-2021,Sputnik V,1845101
European Union,20-12-2021,Covaxin,11
European Union,20-12-2021,Johnson&Johnson,17965501
European Union,20-12-2021,Moderna,90864927
European Union,20-12-2021,Novavax,0
European Union,20-12-2021,Oxford/AstraZeneca,67367965
European Union,20-12-2021,Pfizer/BioNTech,517058967
European Union,20-12-2021,Sinopharm/Beijing,2226828
European Union,20-12-2021,Sinovac,1795
European Union,20-12-2021,Sputnik V,1845101
European Union,21-12-2021,Covaxin,11
European Union,21-12-2021,Johnson&Johnson,17974119
European Union,21-12-2021,Moderna,92130959
European Union,21-12-2021,Novavax,0
European Union,21-12-2021,Oxford/AstraZeneca,67369376
European Union,21-12-2021,Pfizer/BioNTech,518526795
European Union,21-12-2021,Sinopharm/Beijing,2226828
European Union,21-12-2021,Sinovac,1795
European Union,21-12-2021,Sputnik V,1845101
European Union,22-12-2021,Covaxin,11
European Union,22-12-2021,Johnson&Johnson,17981531
European Union,22-12-2021,Moderna,93327888
European Union,22-12-2021,Novavax,0
European Union,22-12-2021,Oxford/AstraZeneca,67370445
European Union,22-12-2021,Pfizer/BioNTech,519901525
European Union,22-12-2021,Sinopharm/Beijing,2226828
European Union,22-12-2021,Sinovac,1795
European Union,22-12-2021,Sputnik V,1845101
European Union,23-12-2021,Covaxin,11
European Union,23-12-2021,Johnson&Johnson,17987650
European Union,23-12-2021,Moderna,94237633
European Union,23-12-2021,Novavax,0
European Union,23-12-2021,Oxford/AstraZeneca,67372056
European Union,23-12-2021,Pfizer/BioNTech,520908337
European Union,23-12-2021,Sinopharm/Beijing,2226828
European Union,23-12-2021,Sinovac,1795
European Union,23-12-2021,Sputnik V,1845101
European Union,24-12-2021,Covaxin,11
European Union,24-12-2021,Johnson&Johnson,18035338
European Union,24-12-2021,Moderna,97446627
European Union,24-12-2021,Novavax,0
European Union,24-12-2021,Oxford/AstraZeneca,67372867
European Union,24-12-2021,Pfizer/BioNTech,525312457
European Union,24-12-2021,Sinopharm/Beijing,2233241
European Union,24-12-2021,Sinovac,1796
European Union,24-12-2021,Sputnik V,1845103
European Union,25-12-2021,Covaxin,11
European Union,25-12-2021,Johnson&Johnson,18035727
European Union,25-12-2021,Moderna,97487941
European Union,25-12-2021,Novavax,0
European Union,25-12-2021,Oxford/AstraZeneca,67373007
European Union,25-12-2021,Pfizer/BioNTech,525357069
European Union,25-12-2021,Sinopharm/Beijing,2233241
European Union,25-12-2021,Sinovac,1796
European Union,25-12-2021,Sputnik V,1845103
European Union,26-12-2021,Covaxin,11
European Union,26-12-2021,Johnson&Johnson,18036131
European Union,26-12-2021,Moderna,97682168
European Union,26-12-2021,Novavax,0
European Union,26-12-2021,Oxford/AstraZeneca,67373108
European Union,26-12-2021,Pfizer/BioNTech,525489244
European Union,26-12-2021,Sinopharm/Beijing,2233241
European Union,26-12-2021,Sinovac,1796
European Union,26-12-2021,Sputnik V,1845103
European Union,27-12-2021,Covaxin,11
European Union,27-12-2021,Johnson&Johnson,18040744
European Union,27-12-2021,Moderna,98636169
European Union,27-12-2021,Novavax,0
European Union,27-12-2021,Oxford/AstraZeneca,67374302
European Union,27-12-2021,Pfizer/BioNTech,526382582
European Union,27-12-2021,Sinopharm/Beijing,2233241
European Union,27-12-2021,Sinovac,1796
European Union,27-12-2021,Sputnik V,1845103
European Union,28-12-2021,Covaxin,11
European Union,28-12-2021,Johnson&Johnson,18047166
European Union,28-12-2021,Moderna,99723494
European Union,28-12-2021,Novavax,0
European Union,28-12-2021,Oxford/AstraZeneca,67375372
European Union,28-12-2021,Pfizer/BioNTech,527463684
European Union,28-12-2021,Sinopharm/Beijing,2233241
European Union,28-12-2021,Sinovac,1796
European Union,28-12-2021,Sputnik V,1845103
European Union,29-12-2021,Covaxin,11
European Union,29-12-2021,Johnson&Johnson,18052925
European Union,29-12-2021,Moderna,100763225
European Union,29-12-2021,Novavax,0
European Union,29-12-2021,Oxford/AstraZeneca,67376351
European Union,29-12-2021,Pfizer/BioNTech,528502414
European Union,29-12-2021,Sinopharm/Beijing,2233241
European Union,29-12-2021,Sinovac,1796
European Union,29-12-2021,Sputnik V,1845103
European Union,30-12-2021,Covaxin,11
European Union,30-12-2021,Johnson&Johnson,18058398
European Union,30-12-2021,Moderna,101646218
European Union,30-12-2021,Novavax,0
European Union,30-12-2021,Oxford/AstraZeneca,67377063
European Union,30-12-2021,Pfizer/BioNTech,529363699
European Union,30-12-2021,Sinopharm/Beijing,2233241
European Union,30-12-2021,Sinovac,1796
European Union,30-12-2021,Sputnik V,1845103
European Union,31-12-2021,Covaxin,11
European Union,31-12-2021,Johnson&Johnson,18099499
European Union,31-12-2021,Moderna,105221609
European Union,31-12-2021,Novavax,0
European Union,31-12-2021,Oxford/AstraZeneca,67377949
European Union,31-12-2021,Pfizer/BioNTech,533089687
European Union,31-12-2021,Sinopharm/Beijing,2240134
European Union,31-12-2021,Sinovac,1797
European Union,31-12-2021,Sputnik V,1845103
European Union,01-01-2022,Covaxin,11
European Union,01-01-2022,Johnson&Johnson,18099656
European Union,01-01-2022,Moderna,105289958
European Union,01-01-2022,Novavax,0
European Union,01-01-2022,Oxford/AstraZeneca,67378032
European Union,01-01-2022,Pfizer/BioNTech,533136258
European Union,01-01-2022,Sinopharm/Beijing,2240134
European Union,01-01-2022,Sinovac,1797
European Union,01-01-2022,Sputnik V,1845103
European Union,02-01-2022,Covaxin,11
European Union,02-01-2022,Johnson&Johnson,18100502
European Union,02-01-2022,Moderna,105623721
European Union,02-01-2022,Novavax,0
European Union,02-01-2022,Oxford/AstraZeneca,67378122
European Union,02-01-2022,Pfizer/BioNTech,533392603
European Union,02-01-2022,Sinopharm/Beijing,2240134
European Union,02-01-2022,Sinovac,1797
European Union,02-01-2022,Sputnik V,1845103
European Union,03-01-2022,Covaxin,11
European Union,03-01-2022,Johnson&Johnson,18106616
European Union,03-01-2022,Moderna,106574504
European Union,03-01-2022,Novavax,0
European Union,03-01-2022,Oxford/AstraZeneca,67378758
European Union,03-01-2022,Pfizer/BioNTech,534262735
European Union,03-01-2022,Sinopharm/Beijing,2240134
European Union,03-01-2022,Sinovac,1797
European Union,03-01-2022,Sputnik V,1845103
European Union,04-01-2022,Covaxin,11
European Union,04-01-2022,Johnson&Johnson,18114051
European Union,04-01-2022,Moderna,107732270
European Union,04-01-2022,Novavax,0
European Union,04-01-2022,Oxford/AstraZeneca,67380054
European Union,04-01-2022,Pfizer/BioNTech,535409057
European Union,04-01-2022,Sinopharm/Beijing,2240134
European Union,04-01-2022,Sinovac,1797
European Union,04-01-2022,Sputnik V,1845103
European Union,05-01-2022,Covaxin,11
European Union,05-01-2022,Johnson&Johnson,18120762
European Union,05-01-2022,Moderna,108867063
European Union,05-01-2022,Novavax,0
European Union,05-01-2022,Oxford/AstraZeneca,67380884
European Union,05-01-2022,Pfizer/BioNTech,536603538
European Union,05-01-2022,Sinopharm/Beijing,2240134
European Union,05-01-2022,Sinovac,1797
European Union,05-01-2022,Sputnik V,1845103
European Union,06-01-2022,Covaxin,11
European Union,06-01-2022,Johnson&Johnson,18127386
European Union,06-01-2022,Moderna,109784432
European Union,06-01-2022,Novavax,0
European Union,06-01-2022,Oxford/AstraZeneca,67382045
European Union,06-01-2022,Pfizer/BioNTech,537637317
European Union,06-01-2022,Sinopharm/Beijing,2240134
European Union,06-01-2022,Sinovac,1797
European Union,06-01-2022,Sputnik V,1845103
European Union,07-01-2022,Covaxin,11
European Union,07-01-2022,Johnson&Johnson,18188953
European Union,07-01-2022,Moderna,114466671
European Union,07-01-2022,Novavax,0
European Union,07-01-2022,Oxford/AstraZeneca,67383156
European Union,07-01-2022,Pfizer/BioNTech,543830122
European Union,07-01-2022,Sinopharm/Beijing,2251305
European Union,07-01-2022,Sinovac,1798
European Union,07-01-2022,Sputnik V,1845103
European Union,08-01-2022,Covaxin,11
European Union,08-01-2022,Johnson&Johnson,18195208
European Union,08-01-2022,Moderna,115305729
European Union,08-01-2022,Novavax,0
European Union,08-01-2022,Oxford/AstraZeneca,67383560
European Union,08-01-2022,Pfizer/BioNTech,544761124
European Union,08-01-2022,Sinopharm/Beijing,2251305
European Union,08-01-2022,Sinovac,1798
European Union,08-01-2022,Sputnik V,1845103
European Union,09-01-2022,Covaxin,11
European Union,09-01-2022,Johnson&Johnson,18196887
European Union,09-01-2022,Moderna,115701781
European Union,09-01-2022,Novavax,0
European Union,09-01-2022,Oxford/AstraZeneca,67383976
European Union,09-01-2022,Pfizer/BioNTech,545170319
European Union,09-01-2022,Sinopharm/Beijing,2251305
European Union,09-01-2022,Sinovac,1798
European Union,09-01-2022,Sputnik V,1845103
European Union,10-01-2022,Covaxin,11
European Union,10-01-2022,Johnson&Johnson,18202376
European Union,10-01-2022,Moderna,116619937
European Union,10-01-2022,Novavax,0
European Union,10-01-2022,Oxford/AstraZeneca,67384489
European Union,10-01-2022,Pfizer/BioNTech,546175519
European Union,10-01-2022,Sinopharm/Beijing,2251305
European Union,10-01-2022,Sinovac,1798
European Union,10-01-2022,Sputnik V,1845103
European Union,11-01-2022,Covaxin,11
European Union,11-01-2022,Johnson&Johnson,18209294
European Union,11-01-2022,Moderna,117690622
European Union,11-01-2022,Novavax,0
European Union,11-01-2022,Oxford/AstraZeneca,67385500
European Union,11-01-2022,Pfizer/BioNTech,547430988
European Union,11-01-2022,Sinopharm/Beijing,2251305
European Union,11-01-2022,Sinovac,1798
European Union,11-01-2022,Sputnik V,1845103
European Union,12-01-2022,Covaxin,11
European Union,12-01-2022,Johnson&Johnson,18215551
European Union,12-01-2022,Moderna,118699341
European Union,12-01-2022,Novavax,0
European Union,12-01-2022,Oxford/AstraZeneca,67386067
European Union,12-01-2022,Pfizer/BioNTech,548715696
European Union,12-01-2022,Sinopharm/Beijing,2251305
European Union,12-01-2022,Sinovac,1798
European Union,12-01-2022,Sputnik V,1845103
European Union,13-01-2022,Covaxin,11
European Union,13-01-2022,Johnson&Johnson,18221703
European Union,13-01-2022,Moderna,119701319
European Union,13-01-2022,Novavax,0
European Union,13-01-2022,Oxford/AstraZeneca,67386758
European Union,13-01-2022,Pfizer/BioNTech,549982154
European Union,13-01-2022,Sinopharm/Beijing,2251305
European Union,13-01-2022,Sinovac,1798
European Union,13-01-2022,Sputnik V,1845103
European Union,14-01-2022,Covaxin,11
European Union,14-01-2022,Johnson&Johnson,18283886
European Union,14-01-2022,Moderna,124109807
European Union,14-01-2022,Novavax,0
European Union,14-01-2022,Oxford/AstraZeneca,67388415
European Union,14-01-2022,Pfizer/BioNTech,556528845
European Union,14-01-2022,Sinopharm/Beijing,2261994
European Union,14-01-2022,Sinovac,1801
European Union,14-01-2022,Sputnik V,1845103
European Union,15-01-2022,Covaxin,11
European Union,15-01-2022,Johnson&Johnson,18286466
European Union,15-01-2022,Moderna,124835568
European Union,15-01-2022,Novavax,0
European Union,15-01-2022,Oxford/AstraZeneca,67388945
European Union,15-01-2022,Pfizer/BioNTech,557441719
European Union,15-01-2022,Sinopharm/Beijing,2261994
European Union,15-01-2022,Sinovac,1801
European Union,15-01-2022,Sputnik V,1845103
European Union,16-01-2022,Covaxin,11
European Union,16-01-2022,Johnson&Johnson,18287849
European Union,16-01-2022,Moderna,125162183
European Union,16-01-2022,Novavax,0
European Union,16-01-2022,Oxford/AstraZeneca,67389139
European Union,16-01-2022,Pfizer/BioNTech,557839006
European Union,16-01-2022,Sinopharm/Beijing,2261994
European Union,16-01-2022,Sinovac,1801
European Union,16-01-2022,Sputnik V,1845103
European Union,17-01-2022,Covaxin,11
European Union,17-01-2022,Johnson&Johnson,18291942
European Union,17-01-2022,Moderna,125844376
European Union,17-01-2022,Novavax,0
European Union,17-01-2022,Oxford/AstraZeneca,67389573
European Union,17-01-2022,Pfizer/BioNTech,558712505
European Union,17-01-2022,Sinopharm/Beijing,2261994
European Union,17-01-2022,Sinovac,1801
European Union,17-01-2022,Sputnik V,1845103
European Union,18-01-2022,Covaxin,11
European Union,18-01-2022,Johnson&Johnson,18296946
European Union,18-01-2022,Moderna,126600539
European Union,18-01-2022,Novavax,0
European Union,18-01-2022,Oxford/AstraZeneca,67390388
European Union,18-01-2022,Pfizer/BioNTech,559772164
European Union,18-01-2022,Sinopharm/Beijing,2261994
European Union,18-01-2022,Sinovac,1801
European Union,18-01-2022,Sputnik V,1845103
European Union,19-01-2022,Covaxin,11
European Union,19-01-2022,Johnson&Johnson,18301895
European Union,19-01-2022,Moderna,127297647
European Union,19-01-2022,Novavax,0
European Union,19-01-2022,Oxford/AstraZeneca,67392056
European Union,19-01-2022,Pfizer/BioNTech,560804616
European Union,19-01-2022,Sinopharm/Beijing,2261994
European Union,19-01-2022,Sinovac,1801
European Union,19-01-2022,Sputnik V,1845103
European Union,20-01-2022,Covaxin,11
European Union,20-01-2022,Johnson&Johnson,18306138
European Union,20-01-2022,Moderna,128007507
European Union,20-01-2022,Novavax,0
European Union,20-01-2022,Oxford/AstraZeneca,67392535
European Union,20-01-2022,Pfizer/BioNTech,561853579
European Union,20-01-2022,Sinopharm/Beijing,2261994
European Union,20-01-2022,Sinovac,1801
European Union,20-01-2022,Sputnik V,1845103
European Union,21-01-2022,Covaxin,11
European Union,21-01-2022,Johnson&Johnson,18355674
European Union,21-01-2022,Moderna,131360704
European Union,21-01-2022,Novavax,0
European Union,21-01-2022,Oxford/AstraZeneca,67393383
European Union,21-01-2022,Pfizer/BioNTech,566929843
European Union,21-01-2022,Sinopharm/Beijing,2272291
European Union,21-01-2022,Sinovac,1801
European Union,21-01-2022,Sputnik V,1845103
European Union,22-01-2022,Covaxin,11
European Union,22-01-2022,Johnson&Johnson,18357702
European Union,22-01-2022,Moderna,131844321
European Union,22-01-2022,Novavax,0
European Union,22-01-2022,Oxford/AstraZeneca,67393695
European Union,22-01-2022,Pfizer/BioNTech,567617189
European Union,22-01-2022,Sinopharm/Beijing,2272291
European Union,22-01-2022,Sinovac,1801
European Union,22-01-2022,Sputnik V,1845103
European Union,23-01-2022,Covaxin,11
European Union,23-01-2022,Johnson&Johnson,18358486
European Union,23-01-2022,Moderna,132076740
European Union,23-01-2022,Novavax,0
European Union,23-01-2022,Oxford/AstraZeneca,67393779
European Union,23-01-2022,Pfizer/BioNTech,567916185
European Union,23-01-2022,Sinopharm/Beijing,2272291
European Union,23-01-2022,Sinovac,1801
European Union,23-01-2022,Sputnik V,1845103
European Union,24-01-2022,Covaxin,11
European Union,24-01-2022,Johnson&Johnson,18360086
European Union,24-01-2022,Moderna,132565626
European Union,24-01-2022,Novavax,0
European Union,24-01-2022,Oxford/AstraZeneca,67394140
European Union,24-01-2022,Pfizer/BioNTech,568648295
European Union,24-01-2022,Sinopharm/Beijing,2272291
European Union,24-01-2022,Sinovac,1801
European Union,24-01-2022,Sputnik V,1845103
European Union,25-01-2022,Covaxin,11
European Union,25-01-2022,Johnson&Johnson,18363785
European Union,25-01-2022,Moderna,133099669
European Union,25-01-2022,Novavax,0
European Union,25-01-2022,Oxford/AstraZeneca,67394743
European Union,25-01-2022,Pfizer/BioNTech,569537382
European Union,25-01-2022,Sinopharm/Beijing,2272291
European Union,25-01-2022,Sinovac,1801
European Union,25-01-2022,Sputnik V,1845103
European Union,26-01-2022,Covaxin,11
European Union,26-01-2022,Johnson&Johnson,18367032
European Union,26-01-2022,Moderna,133582818
European Union,26-01-2022,Novavax,0
European Union,26-01-2022,Oxford/AstraZeneca,67394869
European Union,26-01-2022,Pfizer/BioNTech,570425458
European Union,26-01-2022,Sinopharm/Beijing,2272291
European Union,26-01-2022,Sinovac,1801
European Union,26-01-2022,Sputnik V,1845103
European Union,27-01-2022,Covaxin,11
European Union,27-01-2022,Johnson&Johnson,18372158
European Union,27-01-2022,Moderna,134065826
European Union,27-01-2022,Novavax,0
European Union,27-01-2022,Oxford/AstraZeneca,67394997
European Union,27-01-2022,Pfizer/BioNTech,571298462
European Union,27-01-2022,Sinopharm/Beijing,2272291
European Union,27-01-2022,Sinovac,1801
European Union,27-01-2022,Sputnik V,1845103
European Union,28-01-2022,Covaxin,11
European Union,28-01-2022,Johnson&Johnson,18410775
European Union,28-01-2022,Moderna,136471009
European Union,28-01-2022,Novavax,0
European Union,28-01-2022,Oxford/AstraZeneca,67395600
European Union,28-01-2022,Pfizer/BioNTech,575428447
European Union,28-01-2022,Sinopharm/Beijing,2282067
European Union,28-01-2022,Sinovac,1802
European Union,28-01-2022,Sputnik V,1845103
European Union,29-01-2022,Covaxin,11
European Union,29-01-2022,Johnson&Johnson,18412155
European Union,29-01-2022,Moderna,136831140
European Union,29-01-2022,Novavax,0
European Union,29-01-2022,Oxford/AstraZeneca,67395868
European Union,29-01-2022,Pfizer/BioNTech,576081543
European Union,29-01-2022,Sinopharm/Beijing,2282067
European Union,29-01-2022,Sinovac,1802
European Union,29-01-2022,Sputnik V,1845103
European Union,30-01-2022,Covaxin,11
European Union,30-01-2022,Johnson&Johnson,18412823
European Union,30-01-2022,Moderna,137003530
European Union,30-01-2022,Novavax,0
European Union,30-01-2022,Oxford/AstraZeneca,67395941
