location,date,vaccine,total_vaccinations
European Union,30-01-2022,Pfizer/BioNTech,576375192
European Union,30-01-2022,Sinopharm/Beijing,2282067
European Union,30-01-2022,Sinovac,1802
European Union,30-01-2022,Sputnik V,1845103
European Union,31-01-2022,Covaxin,11
European Union,31-01-2022,Johnson&Johnson,18415298
European Union,31-01-2022,Moderna,137339133
European Union,31-01-2022,Novavax,0
European Union,31-01-2022,Oxford/AstraZeneca,67396103
European Union,31-01-2022,Pfizer/BioNTech,576972421
European Union,31-01-2022,Sinopharm/Beijing,2282067
European Union,31-01-2022,Sinovac,1802
European Union,31-01-2022,Sputnik V,1845103
European Union,01-02-2022,Covaxin,11
European Union,01-02-2022,Johnson&Johnson,18417651
European Union,01-02-2022,Moderna,137663470
European Union,01-02-2022,Novavax,0
European Union,01-02-2022,Oxford/AstraZeneca,67396240
European Union,01-02-2022,Pfizer/BioNTech,577643546
European Union,01-02-2022,Sinopharm/Beijing,2282067
European Union,01-02-2022,Sinovac,1802
European Union,01-02-2022,Sputnik V,1845103
European Union,02-02-2022,Covaxin,11
European Union,02-02-2022,Johnson&Johnson,18420347
European Union,02-02-2022,Moderna,137971050
European Union,02-02-2022,Novavax,0
European Union,02-02-2022,Oxford/AstraZeneca,67396750
European Union,02-02-2022,Pfizer/BioNTech,578363569
European Union,02-02-2022,Sinopharm/Beijing,2282067
European Union,02-02-2022,Sinovac,1802
European Union,02-02-2022,Sputnik V,1845103
European Union,03-02-2022,Covaxin,11
European Union,03-02-2022,Johnson&Johnson,18422764
European Union,03-02-2022,Moderna,138251105
European Union,03-02-2022,Novavax,0
European Union,03-02-2022,Oxford/AstraZeneca,67396864
European Union,03-02-2022,Pfizer/BioNTech,579039384
European Union,03-02-2022,Sinopharm/Beijing,2282067
European Union,03-02-2022,Sinovac,1802
European Union,03-02-2022,Sputnik V,1845103
European Union,04-02-2022,Covaxin,11
European Union,04-02-2022,Johnson&Johnson,18449291
European Union,04-02-2022,Moderna,139782507
European Union,04-02-2022,Novavax,0
European Union,04-02-2022,Oxford/AstraZeneca,67397461
European Union,04-02-2022,Pfizer/BioNTech,582119183
European Union,04-02-2022,Sinopharm/Beijing,2286628
European Union,04-02-2022,Sinovac,1803
European Union,04-02-2022,Sputnik V,1845103
European Union,05-02-2022,Covaxin,11
European Union,05-02-2022,Johnson&Johnson,18450493
European Union,05-02-2022,Moderna,139994346
European Union,05-02-2022,Novavax,0
European Union,05-02-2022,Oxford/AstraZeneca,67397541
European Union,05-02-2022,Pfizer/BioNTech,582643100
European Union,05-02-2022,Sinopharm/Beijing,2286628
European Union,05-02-2022,Sinovac,1803
European Union,05-02-2022,Sputnik V,1845103
European Union,06-02-2022,Covaxin,11
European Union,06-02-2022,Johnson&Johnson,18451002
European Union,06-02-2022,Moderna,140077614
European Union,06-02-2022,Novavax,0
European Union,06-02-2022,Oxford/AstraZeneca,67397571
European Union,06-02-2022,Pfizer/BioNTech,582852823
European Union,06-02-2022,Sinopharm/Beijing,2286628
European Union,06-02-2022,Sinovac,1803
European Union,06-02-2022,Sputnik V,1845103
European Union,07-02-2022,Covaxin,11
European Union,07-02-2022,Johnson&Johnson,18452610
European Union,07-02-2022,Moderna,140280090
European Union,07-02-2022,Novavax,0
European Union,07-02-2022,Oxford/AstraZeneca,67397673
European Union,07-02-2022,Pfizer/BioNTech,583338693
European Union,07-02-2022,Sinopharm/Beijing,2286628
European Union,07-02-2022,Sinovac,1803
European Union,07-02-2022,Sputnik V,1845103
European Union,08-02-2022,Covaxin,11
European Union,08-02-2022,Johnson&Johnson,18454812
European Union,08-02-2022,Moderna,140497266
European Union,08-02-2022,Novavax,0
European Union,08-02-2022,Oxford/AstraZeneca,67398070
European Union,08-02-2022,Pfizer/BioNTech,583913981
European Union,08-02-2022,Sinopharm/Beijing,2286628
European Union,08-02-2022,Sinovac,1803
European Union,08-02-2022,Sputnik V,1845103
European Union,09-02-2022,Covaxin,11
European Union,09-02-2022,Johnson&Johnson,18456874
European Union,09-02-2022,Moderna,140692718
European Union,09-02-2022,Novavax,0
European Union,09-02-2022,Oxford/AstraZeneca,67398086
European Union,09-02-2022,Pfizer/BioNTech,584496457
European Union,09-02-2022,Sinopharm/Beijing,2286628
European Union,09-02-2022,Sinovac,1803
European Union,09-02-2022,Sputnik V,1845103
European Union,10-02-2022,Covaxin,11
European Union,10-02-2022,Johnson&Johnson,18458874
European Union,10-02-2022,Moderna,140871044
European Union,10-02-2022,Novavax,0
European Union,10-02-2022,Oxford/AstraZeneca,67398090
European Union,10-02-2022,Pfizer/BioNTech,585031235
European Union,10-02-2022,Sinopharm/Beijing,2286628
European Union,10-02-2022,Sinovac,1803
European Union,10-02-2022,Sputnik V,1845103
European Union,11-02-2022,Covaxin,11
European Union,11-02-2022,Johnson&Johnson,18478870
European Union,11-02-2022,Moderna,141915185
European Union,11-02-2022,Novavax,0
European Union,11-02-2022,Oxford/AstraZeneca,67398301
European Union,11-02-2022,Pfizer/BioNTech,587620140
European Union,11-02-2022,Sinopharm/Beijing,2290623
European Union,11-02-2022,Sinovac,1805
European Union,11-02-2022,Sputnik V,1845103
European Union,12-02-2022,Covaxin,11
European Union,12-02-2022,Johnson&Johnson,18479648
European Union,12-02-2022,Moderna,142048936
European Union,12-02-2022,Novavax,0
European Union,12-02-2022,Oxford/AstraZeneca,67398314
European Union,12-02-2022,Pfizer/BioNTech,588019133
European Union,12-02-2022,Sinopharm/Beijing,2290623
European Union,12-02-2022,Sinovac,1805
European Union,12-02-2022,Sputnik V,1845103
European Union,13-02-2022,Covaxin,11
European Union,13-02-2022,Johnson&Johnson,18480089
European Union,13-02-2022,Moderna,142096153
European Union,13-02-2022,Novavax,0
European Union,13-02-2022,Oxford/AstraZeneca,67398320
European Union,13-02-2022,Pfizer/BioNTech,588165198
European Union,13-02-2022,Sinopharm/Beijing,2290623
European Union,13-02-2022,Sinovac,1805
European Union,13-02-2022,Sputnik V,1845103
European Union,14-02-2022,Covaxin,11
European Union,14-02-2022,Johnson&Johnson,18481219
European Union,14-02-2022,Moderna,142221844
European Union,14-02-2022,Novavax,0
European Union,14-02-2022,Oxford/AstraZeneca,67398350
European Union,14-02-2022,Pfizer/BioNTech,588537133
European Union,14-02-2022,Sinopharm/Beijing,2290623
European Union,14-02-2022,Sinovac,1805
European Union,14-02-2022,Sputnik V,1845103
European Union,15-02-2022,Covaxin,11
European Union,15-02-2022,Johnson&Johnson,18482786
European Union,15-02-2022,Moderna,142358774
European Union,15-02-2022,Novavax,0
European Union,15-02-2022,Oxford/AstraZeneca,67398758
European Union,15-02-2022,Pfizer/BioNTech,588982522
European Union,15-02-2022,Sinopharm/Beijing,2290623
European Union,15-02-2022,Sinovac,1805
European Union,15-02-2022,Sputnik V,1845103
European Union,16-02-2022,Covaxin,11
European Union,16-02-2022,Johnson&Johnson,18484167
European Union,16-02-2022,Moderna,142475292
European Union,16-02-2022,Novavax,0
European Union,16-02-2022,Oxford/AstraZeneca,67398778
European Union,16-02-2022,Pfizer/BioNTech,589406393
European Union,16-02-2022,Sinopharm/Beijing,2290623
European Union,16-02-2022,Sinovac,1805
European Union,16-02-2022,Sputnik V,1845103
European Union,17-02-2022,Covaxin,11
European Union,17-02-2022,Johnson&Johnson,18485479
European Union,17-02-2022,Moderna,142577125
European Union,17-02-2022,Novavax,0
European Union,17-02-2022,Oxford/AstraZeneca,67398796
European Union,17-02-2022,Pfizer/BioNTech,589774940
European Union,17-02-2022,Sinopharm/Beijing,2290623
European Union,17-02-2022,Sinovac,1805
European Union,17-02-2022,Sputnik V,1845103
European Union,18-02-2022,Covaxin,11
European Union,18-02-2022,Johnson&Johnson,18500683
European Union,18-02-2022,Moderna,143149118
European Union,18-02-2022,Novavax,0
European Union,18-02-2022,Oxford/AstraZeneca,67399029
European Union,18-02-2022,Pfizer/BioNTech,591615770
European Union,18-02-2022,Sinopharm/Beijing,2293938
European Union,18-02-2022,Sinovac,1806
European Union,18-02-2022,Sputnik V,1845103
European Union,19-02-2022,Covaxin,11
European Union,19-02-2022,Johnson&Johnson,18501227
European Union,19-02-2022,Moderna,143229136
European Union,19-02-2022,Novavax,0
European Union,19-02-2022,Oxford/AstraZeneca,67399032
European Union,19-02-2022,Pfizer/BioNTech,591873367
European Union,19-02-2022,Sinopharm/Beijing,2293938
European Union,19-02-2022,Sinovac,1806
European Union,19-02-2022,Sputnik V,1845103
European Union,20-02-2022,Covaxin,11
European Union,20-02-2022,Johnson&Johnson,18501473
European Union,20-02-2022,Moderna,143259991
European Union,20-02-2022,Novavax,0
European Union,20-02-2022,Oxford/AstraZeneca,67399043
European Union,20-02-2022,Pfizer/BioNTech,591966838
European Union,20-02-2022,Sinopharm/Beijing,2293938
European Union,20-02-2022,Sinovac,1806
European Union,20-02-2022,Sputnik V,1845103
European Union,21-02-2022,Covaxin,11
European Union,21-02-2022,Johnson&Johnson,18502452
European Union,21-02-2022,Moderna,143343043
European Union,21-02-2022,Novavax,0
European Union,21-02-2022,Oxford/AstraZeneca,67399085
European Union,21-02-2022,Pfizer/BioNTech,592223806
European Union,21-02-2022,Sinopharm/Beijing,2293938
European Union,21-02-2022,Sinovac,1806
European Union,21-02-2022,Sputnik V,1845103
European Union,22-02-2022,Covaxin,11
European Union,22-02-2022,Johnson&Johnson,18503930
European Union,22-02-2022,Moderna,143423318
European Union,22-02-2022,Novavax,0
European Union,22-02-2022,Oxford/AstraZeneca,67399536
European Union,22-02-2022,Pfizer/BioNTech,592525064
European Union,22-02-2022,Sinopharm/Beijing,2293938
European Union,22-02-2022,Sinovac,1806
European Union,22-02-2022,Sputnik V,1845103
European Union,23-02-2022,Covaxin,11
European Union,23-02-2022,Johnson&Johnson,18504963
European Union,23-02-2022,Moderna,143502899
European Union,23-02-2022,Novavax,0
European Union,23-02-2022,Oxford/AstraZeneca,67399961
European Union,23-02-2022,Pfizer/BioNTech,592826429
European Union,23-02-2022,Sinopharm/Beijing,2293938
European Union,23-02-2022,Sinovac,1806
European Union,23-02-2022,Sputnik V,1845103
European Union,24-02-2022,Covaxin,11
European Union,24-02-2022,Johnson&Johnson,18506147
European Union,24-02-2022,Moderna,143577748
European Union,24-02-2022,Novavax,0
European Union,24-02-2022,Oxford/AstraZeneca,67400042
European Union,24-02-2022,Pfizer/BioNTech,593110087
European Union,24-02-2022,Sinopharm/Beijing,2293938
European Union,24-02-2022,Sinovac,1806
European Union,24-02-2022,Sputnik V,1845103
European Union,25-02-2022,Covaxin,11
European Union,25-02-2022,Johnson&Johnson,18520211
European Union,25-02-2022,Moderna,143929665
European Union,25-02-2022,Novavax,14
European Union,25-02-2022,Oxford/AstraZeneca,67400371
European Union,25-02-2022,Pfizer/BioNTech,594398648
European Union,25-02-2022,Sinopharm/Beijing,2297493
European Union,25-02-2022,Sinovac,1808
European Union,25-02-2022,Sputnik V,1845103
European Union,26-02-2022,Covaxin,11
European Union,26-02-2022,Johnson&Johnson,18520709
European Union,26-02-2022,Moderna,143989892
European Union,26-02-2022,Novavax,564
European Union,26-02-2022,Oxford/AstraZeneca,67400380
European Union,26-02-2022,Pfizer/BioNTech,594595582
European Union,26-02-2022,Sinopharm/Beijing,2297493
European Union,26-02-2022,Sinovac,1808
European Union,26-02-2022,Sputnik V,1845103
European Union,27-02-2022,Covaxin,11
European Union,27-02-2022,Johnson&Johnson,18520921
European Union,27-02-2022,Moderna,144011078
European Union,27-02-2022,Novavax,1742
European Union,27-02-2022,Oxford/AstraZeneca,67400388
European Union,27-02-2022,Pfizer/BioNTech,594664827
European Union,27-02-2022,Sinopharm/Beijing,2297493
European Union,27-02-2022,Sinovac,1808
European Union,27-02-2022,Sputnik V,1845103
European Union,28-02-2022,Covaxin,11
European Union,28-02-2022,Johnson&Johnson,18521713
European Union,28-02-2022,Moderna,144078991
European Union,28-02-2022,Novavax,6470
European Union,28-02-2022,Oxford/AstraZeneca,67400391
European Union,28-02-2022,Pfizer/BioNTech,594853569
European Union,28-02-2022,Sinopharm/Beijing,2297493
European Union,28-02-2022,Sinovac,1808
European Union,28-02-2022,Sputnik V,1845103
European Union,01-03-2022,Covaxin,11
European Union,01-03-2022,Johnson&Johnson,18522545
European Union,01-03-2022,Moderna,144130469
European Union,01-03-2022,Novavax,13034
European Union,01-03-2022,Oxford/AstraZeneca,67400430
European Union,01-03-2022,Pfizer/BioNTech,595060154
European Union,01-03-2022,Sinopharm/Beijing,2297493
European Union,01-03-2022,Sinovac,1808
European Union,01-03-2022,Sputnik V,1845103
European Union,02-03-2022,Covaxin,11
European Union,02-03-2022,Johnson&Johnson,18523257
European Union,02-03-2022,Moderna,144179788
European Union,02-03-2022,Novavax,18736
European Union,02-03-2022,Oxford/AstraZeneca,67400490
European Union,02-03-2022,Pfizer/BioNTech,595270341
European Union,02-03-2022,Sinopharm/Beijing,2297493
European Union,02-03-2022,Sinovac,1808
European Union,02-03-2022,Sputnik V,1845103
European Union,03-03-2022,Covaxin,11
European Union,03-03-2022,Johnson&Johnson,18524168
European Union,03-03-2022,Moderna,144232291
European Union,03-03-2022,Novavax,24740
European Union,03-03-2022,Oxford/AstraZeneca,67400499
European Union,03-03-2022,Pfizer/BioNTech,595487030
European Union,03-03-2022,Sinopharm/Beijing,2297493
European Union,03-03-2022,Sinovac,1808
European Union,03-03-2022,Sputnik V,1845103
European Union,04-03-2022,Covaxin,11
European Union,04-03-2022,Johnson&Johnson,18533420
European Union,04-03-2022,Moderna,144458951
European Union,04-03-2022,Novavax,34464
European Union,04-03-2022,Oxford/AstraZeneca,67400593
European Union,04-03-2022,Pfizer/BioNTech,596422623
European Union,04-03-2022,Sinopharm/Beijing,2299447
European Union,04-03-2022,Sinovac,1809
European Union,04-03-2022,Sputnik V,1845103
European Union,05-03-2022,Covaxin,11
European Union,05-03-2022,Johnson&Johnson,18533804
European Union,05-03-2022,Moderna,144497053
European Union,05-03-2022,Novavax,40152
European Union,05-03-2022,Oxford/AstraZeneca,67400594
European Union,05-03-2022,Pfizer/BioNTech,596547331
European Union,05-03-2022,Sinopharm/Beijing,2299447
European Union,05-03-2022,Sinovac,1809
European Union,05-03-2022,Sputnik V,1845103
European Union,06-03-2022,Covaxin,11
European Union,06-03-2022,Johnson&Johnson,18533976
European Union,06-03-2022,Moderna,144507730
European Union,06-03-2022,Novavax,44028
European Union,06-03-2022,Oxford/AstraZeneca,67400596
European Union,06-03-2022,Pfizer/BioNTech,596586340
European Union,06-03-2022,Sinopharm/Beijing,2299447
European Union,06-03-2022,Sinovac,1809
European Union,06-03-2022,Sputnik V,1845103
European Union,07-03-2022,Covaxin,11
European Union,07-03-2022,Johnson&Johnson,18534777
European Union,07-03-2022,Moderna,144543914
European Union,07-03-2022,Novavax,48510
European Union,07-03-2022,Oxford/AstraZeneca,67400637
European Union,07-03-2022,Pfizer/BioNTech,596714245
European Union,07-03-2022,Sinopharm/Beijing,2299447
European Union,07-03-2022,Sinovac,1809
European Union,07-03-2022,Sputnik V,1845103
European Union,08-03-2022,Covaxin,11
European Union,08-03-2022,Johnson&Johnson,18535558
European Union,08-03-2022,Moderna,144582791
European Union,08-03-2022,Novavax,52616
European Union,08-03-2022,Oxford/AstraZeneca,67401100
European Union,08-03-2022,Pfizer/BioNTech,596875462
European Union,08-03-2022,Sinopharm/Beijing,2299447
European Union,08-03-2022,Sinovac,1809
European Union,08-03-2022,Sputnik V,1845103
European Union,09-03-2022,Covaxin,11
European Union,09-03-2022,Johnson&Johnson,18536136
European Union,09-03-2022,Moderna,144623725
European Union,09-03-2022,Novavax,56184
European Union,09-03-2022,Oxford/AstraZeneca,67401212
European Union,09-03-2022,Pfizer/BioNTech,597036894
European Union,09-03-2022,Sinopharm/Beijing,2299447
European Union,09-03-2022,Sinovac,1809
European Union,09-03-2022,Sputnik V,1845103
European Union,10-03-2022,Covaxin,11
European Union,10-03-2022,Johnson&Johnson,18536788
European Union,10-03-2022,Moderna,144666199
European Union,10-03-2022,Novavax,59231
European Union,10-03-2022,Oxford/AstraZeneca,67401225
European Union,10-03-2022,Pfizer/BioNTech,597200843
European Union,10-03-2022,Sinopharm/Beijing,2299447
European Union,10-03-2022,Sinovac,1809
European Union,10-03-2022,Sputnik V,1845103
European Union,11-03-2022,Covaxin,11
European Union,11-03-2022,Johnson&Johnson,18545060
European Union,11-03-2022,Moderna,144826422
